,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
226762,113946,Barbora potkov,F,35,182,80,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Bronze
228276,114658,"Aikaterini ""Ekaterini"" Stefanidi",F,26,173,59,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,Gold
232069,116424,Jemima Jelagat Sumgong,F,31,160,45,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,Gold
235614,118133,Jared Tallent,M,31,178,58,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Silver
236372,118509,Paul Kipngetich Tanui,M,25,168,47,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Silver
237042,118870,Christian Taylor,M,26,188,81,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Gold
238424,119559,Brianne Theisen-Eaton,F,27,175,64,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Bronze
238640,119631,"Nafissatou ""Nafi"" Thiam",F,21,184,69,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Gold
239192,119903,Elaine Thompson,F,24,167,57,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Gold
239193,119903,Elaine Thompson,F,24,167,57,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Gold
239194,119903,Elaine Thompson,F,24,167,57,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
240082,120312,Ivan Grigoryevich Tikhon,M,40,186,110,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,Silver
241127,120780,Tamirat Tola Abera,M,24,181,59,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Bronze
242413,121412,Matej Tth,M,33,185,73,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Gold
244871,122609,Boniface Mucheru Tumuti,M,24,175,72,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Silver
249269,124804,Wayde van Niekerk,M,24,183,70,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Gold
251494,125943,David Verburg,M,25,173,70,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
252787,126574,Sunette Stella Viljoen,F,32,170,72,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Silver
253561,126975,Blanka Vlai,F,32,193,71,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Bronze
255734,128033,Keshorn Walcott,M,23,183,90,Trinidad and Tobago,TTO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,Bronze
256190,128283,"Tomas ""Tom"" Walsh",M,24,185,120,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Bronze
256918,128646,Wang Zhen,M,24,180,62,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Gold
257164,128773,Damian Warner,M,26,185,83,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Bronze
260928,130568,Christania Williams,F,21,165,63,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
261193,130707,Novlene Hilaire Williams-Mills,F,34,168,57,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
261251,130734,"Nicholas Ian ""Nick"" Willis",M,33,183,68,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Bronze
262213,131193,Anita Wodarczyk,F,30,178,95,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Gold
264322,132276,Ryota Yamagata,M,24,177,70,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
265312,132776,Julius Kiplagat Yego,M,27,175,94,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,Silver
268944,134559,Zhang Wenxiu,F,30,183,105,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Silver
1029,576,"Alejandro ""lex"" Abrines Redondo",M,23,198,93,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
8167,4505,Carmelo Kyan Anthony,M,32,203,109,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
10930,5971,Seimone Delicia Augustus,F,32,183,74,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
14744,7956,Harrison Bryce Jordan Barnes,M,24,203,102,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
18441,9764,Alexander Belonogoff,M,26,187,90,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
22157,11671,"Suzanne Brigit ""Sue"" Bird",F,35,175,66,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
24291,12738,Bogdan Bogdanovi,M,23,197,99,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
32900,16923,Jimmy Butler III,M,26,201,99,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
32993,16977,Dajana Butulija,F,30,175,65,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
33775,17402,Jos Manuel Caldern Borrallo,M,34,191,90,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
37038,19044,Tamika Devonne Catchings,F,37,185,77,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
37364,19205,Saa ao,F,27,178,72,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
38680,19901,Tina Alexandria Charles,F,27,193,88,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
42529,21935,Vctor Claver Arocas,M,27,206,107,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
45521,23497,DeMarcus Amir Cousins,M,25,210,122,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
46559,24028,Anna Cruz Lebrato,F,29,176,60,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
46628,24064,Aleksandra Crvendaki,F,20,187,76,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
48048,24765,Ana Dabovi,F,26,183,70,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
48051,24767,Milica Dabovi,F,34,173,63,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
53294,27357,Elena Delle Donne,F,26,195,86,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
54075,27743,DeMar Darnell DeRozan,M,26,201,99,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
56816,29114,John-John Dohmen,M,28,174,69,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
60168,30807,Kevin Wayne Durant,M,27,206,105,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
68274,34876,"Rodolfo ""Rudy"" Fernndez Farrs",M,31,196,84,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
71836,36558,Sylvia Shaqueria Fowles,F,30,198,90,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
76754,38960,Pau Gasol Sez,M,36,215,115,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
77908,39561,Paul George,M,26,206,99,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
79253,40243,Laura Gil Collado,F,24,191,78,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
83874,42622,Draymond Jamal Green,M,26,200,104,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
84720,42994,Brittney Yevette Griner,F,25,203,94,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
95006,48109,"Guillermo Gustavo ""Willy"" Hernangmez Geuer",M,22,210,115,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
99261,50228,Frances Julia Houghton,F,35,193,80,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
109857,55550,Nikola Joki,M,21,209,115,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
110505,55874,Hyland DeAndre Jordan Jr. ,M,28,211,120,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
110799,56046,Nevena Jovanovi,F,26,179,72,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
110813,56055,Stefan Jovi,M,25,196,94,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
112292,56863,Nikola Kalini,M,24,202,102,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
127338,64194,Sara Krnji,F,25,193,83,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
141213,70865,Sergio Llull Meli,M,28,192,91,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
143119,71822,Kyle Lowry,M,30,183,93,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
145761,73147,Milan Mavan,M,26,205,107,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
149953,75202,Stefan Markovi,M,28,199,96,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
154143,77394,Angel Lajuane McCoughtry,F,29,185,70,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
159475,80039,Jelena Milovanovi,F,27,190,84,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
160013,80294,Nikola Miroti Stajovi,M,25,208,100,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
162647,81671,Maya April Moore,F,27,183,79,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
168680,84776,Juan Carlos Navarro Feijoo,M,36,193,82,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
168986,84943,Astou Barro Ndour Gueye,F,21,195,68,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
169148,85029,Nemanja Nedovi,M,25,191,90,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
170723,85808,Laura Nicholls Gonzlez,F,27,190,90,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
180171,90547,Danielle Nicole Page,F,29,188,77,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
180519,90729,Laia Palau Alts,F,36,181,69,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
182817,91878,Mara Lucila Pascua Surez,F,33,196,93,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
187358,94165,Sonja Petrovi,F,27,188,77,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
195047,97884,Laura Quevedo Caizares,F,20,185,74,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
195573,98178,Tamara Radoaj,F,28,170,60,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
195659,98227,Miroslav Raduljica,M,28,213,130,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
198935,99913,Ren Cancan,F,28,167,51,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
199656,100289,Ghasem Gholamreza Rezaei,M,30,185,100,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
202703,101810,Leonor Rodrguez Manso,F,24,180,72,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
202775,101854,Sergio Rodrguez Gmez,M,30,191,80,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
203801,102321,Leticia Romero Gonzlez,F,21,177,62,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
205588,103209,"Ricard ""Ricky"" Rubio Vives",M,25,193,82,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
220684,110840,Marko Simonovi,M,30,203,96,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
227590,114347,Dragana Stankovi,F,21,195,73,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
229303,115132,Breanna Mackenzie Stewart,F,21,193,79,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
229531,115246,Vladimir timac,M,28,211,112,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
236889,118778,Diana Lurena Taurasi,F,34,183,70,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
237648,119198,Milo Teodosi,M,29,195,90,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Silver
239260,119932,Klay Alexander Thompson,M,26,200,97,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
242043,121237,Alba Torrens Salom,F,26,195,80,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
259497,129913,Lindsay Marie Whalen,F,34,175,72,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
263736,131981,Marta Xargay Casademont,F,25,180,71,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
1495,832,Nicola Virginia Adams,F,33,164,51,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Gold
2955,1647,Murodzhon Kakharovich Akhmadaliyev,M,21,165,56,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Bronze
5612,3174,Lzaro Jorge lvarez Estrada,M,25,173,60,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Bronze
9138,5023,Joahnys Oscar Argilagos Prez,M,19,152,49,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Bronze
16103,8672,Mathieu Albert Daniel Bauderlique,M,27,185,81,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Bronze
14633,7884,Elinor Jane Barker,F,21,168,56,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Lightweight,Bronze
31008,15967,Joshua Buatsi,M,23,185,81,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Bronze
42074,21700,Souleymane Diop Cissokho,M,25,179,69,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,Bronze
43889,22623,Robson Donato Conceio,M,27,171,57,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Gold
57170,29297,Apisai Raviyawa Domolailai,M,27,192,98,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Gold
57659,29520,Sam Dorman,M,24,175,77,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,Bronze
60305,30884,Hasanboy Dusmatov,M,23,156,49,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Gold
60619,31041,Ivan Fyodorovich Dychko,M,25,205,91,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,Bronze
69535,35443,Yoel Segundo Finol Rivas,M,19,168,52,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,Bronze
71064,36182,Nouchka Fontijn,F,28,180,75,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,Silver
77226,39193,Fazliddin Khasanbayevich Gaybnazarov,M,25,169,64,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Gold
80073,40641,Shakhram Dzhamshedovich Giyasov,M,23,174,69,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,Silver
91415,46344,Artem Harutyunyan,M,25,172,64,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Bronze
94922,48058,Nico Miguel Hernandez,M,20,165,49,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Bronze
99747,50473,Filip Hrgovi,M,24,198,101,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,Bronze
99938,50565,Hu Jianguan,M,23,168,52,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,Bronze
110837,56073,"Joseph ""Joe"" Joyce",M,30,197,108,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,Silver
130306,65585,Julio Csar La Cruz Peraza,M,26,182,81,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Gold
137603,69163,Vasily Alekseyevich Levit,M,28,185,91,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Silver
138282,69466,Li Qian,F,26,180,75,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,Bronze
142178,71328,Arlen Lpez Cardona,M,23,178,75,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,Gold
151136,75850,Yurberjen Herney Martnez Rivas,M,24,165,49,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Silver
156195,78441,Bektemir Ruzmatzhonovich Melikuziyev,M,20,177,75,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,Silver
164306,82474,Estelle Mossely,F,23,168,60,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Lightweight,Gold
171572,86217,Vladimir Olegovich Nikitin,M,26,165,56,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Bronze
172346,86589,Adilbek Sabitovich Niyazymbetov,M,27,180,81,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Silver
179338,90122,Sofiane Oumiha,M,21,174,60,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Silver
179350,90133,Sarah Ourahmoune,F,34,158,51,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Silver
192127,96466,Mira Potkonen,F,35,165,60,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Lightweight,Bronze
195320,98057,Mohammed Rabii,M,23,180,69,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,Bronze
196557,98669,Robeisy Eloy Ramrez Carrazana,M,22,165,56,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Gold
200961,100942,Pandelela Rinong anak Pamg,F,23,159,55,Malaysia,MAS,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Gold
202735,101829,Misael Uziel Rodrguez Olivas,M,22,178,75,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,Bronze
207852,104327,Kamran ahsuvarl,M,23,180,75,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,Bronze
211722,106301,Erislandy Savn Cotilla,M,26,192,91,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Bronze
217346,109169,Dariga Shakimova,F,27,172,75,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,Bronze
218460,109724,Claressa Maria Shields,F,21,175,75,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,Gold
225622,113381,Lorenzo Sotomayor Collazo,M,31,185,64,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Silver
229256,115113,Shakur Stevenson,M,19,173,56,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Silver
240488,120511,Yevgeny Andreyevich Tishchenko,M,25,196,91,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Gold
244800,122563,Rustam Tulaganov,M,24,186,91,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Bronze
247532,123925,Ingrit Lorena Valencia Victoria,F,27,160,50,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Bronze
265406,132813,Daniyar Maratovich Yeleusinov,M,25,178,64,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,Gold
265783,132989,Yin Junhua,F,25,167,60,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Lightweight,Silver
265879,133031,Tony Victor James Yoka,M,24,200,105,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,Gold
270281,135205,Shakhobiddin Shokirovich Zoirov,M,23,169,52,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,Gold
794,455,Denis Mikhaylovich Ablyazin,M,24,161,62,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver
796,455,Denis Mikhaylovich Ablyazin,M,24,161,62,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,Silver
797,455,Denis Mikhaylovich Ablyazin,M,24,161,62,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Bronze
14744,7956,Harrison Bryce Jordan Barnes,M,24,203,102,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver
14871,8025,Thomas Gabriel Jrmie Baroukh,M,28,183,70,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
17793,9464,Ruth Beita Vila,F,37,191,72,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Gold
17966,9546,Jose Blanger,F,30,163,63,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold
18005,9567,Mathew Belcher,M,33,173,62,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Gold
18042,9577,Zhan Vensanovych Beleniuk,M,25,178,85,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,Gold
18414,9750,Mireia Belmonte Garca,F,25,170,59,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Bronze
53763,27572,Deng Shudi,M,24,163,58,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Bronze
66373,33952,Fan Yilin,F,16,148,37,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Bronze
89224,45219,Fabian Hambchen,M,28,164,62,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
94892,48041,"Lauren Zoe ""Laurie"" Hernandez",F,16,152,49,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold
